173688,297
173691,222
173694,3292
173697,0
173700,0
173703,3
173706,5
173709,743
173712,52
173715,289
173718,622
173721,221
173724,51
173727,0
173730,476
173733,2
173736,406
173739,315
173742,314
173745,166
173748,50
173751,236
173754,311
173757,0
173760,312
173763,0
173766,124
173769,0
173772,0
173775,41
173778,39
173781,39
173784,1073
173787,431
173790,211
173793,399
173796,213
173799,70
173802,36
173805,780
173808,0
173811,778
173814,36
173817,224
173820,0
173823,264
173826,29
173829,23
173832,0
173835,387
173838,0
173841,51
173844,219
173847,239
173850,0
173853,0
173856,21
173859,196
173862,21
173865,0
173868,571
173871,285
173874,0
173877,0
173880,791
173883,0
173886,0
173889,18
173892,0
173895,0
173898,267
173901,17
173904,16
173907,0
173910,0
173913,238
173916,17
173919,42
173922,0
173925,18
173928,1382
173931,0
173934,13
173937,732
173940,275
173943,755
173946,754
173949,687
173952,0
173955,1383
173958,729
173961,10
173964,11
173979,197
173982,175
173985,240
173988,174
173991,0
173994,0
173997,383
174000,742
174003,0
174006,1
174009,238
174012,366
174015,0
174018,336
174021,0
174024,2
174027,0
174030,773
174033,0
174036,359
174039,573
174042,196
174045,357
174048,0
174051,1
174054,0
174057,0
174060,1700
174063,0
174066,0
174069,243
174072,0
174075,0
174078,342
174081,0
174084,20
174087,190
174090,739
174093,739
174096,428
174099,550
174102,1
174105,0
174108,0
174111,1
174114,0
174117,0
174120,1
174123,0
174126,0
174129,0
174132,837
174135,0
174138,17
174141,264
174144,265
174147,736
174150,735
174153,332
174156,0
174159,759
174162,0
174165,0
174168,239
174171,0
174174,0
174177,734
174180,255
174183,0
174186,1
174189,0
174192,0
174195,1
174198,19
174201,21
174204,0
174207,22
174210,0
174213,46
174216,541
174219,0
174222,0
174225,0
174228,0
174231,192
174234,0
174237,738
174240,0
174243,15
174246,0
174249,239
174252,355
174255,233
174258,15
174261,348
174264,902
174267,0
174270,521
174273,11
174276,0
174279,188
174282,10
174285,229
174288,12
174291,380
174294,753
174297,13
174300,7
174303,11
174319,243
174322,744
174325,169
174328,0
174331,0
174334,149
174337,76
174340,0
174343,408
174346,0
174349,484
174352,0
174355,0
174358,815
174361,8
174364,0
174367,392
174370,0
174373,0
174376,2
174379,263
174382,188
174385,187
174388,170
174391,0
174394,210
174397,403
174400,0
174403,529
174406,739
174409,235
174412,0
174415,356
174418,548
174421,0
174424,308
174427,0
174430,240
174433,1
174436,580
174439,0
174442,0
174445,45
174448,187
174451,2
174454,0
174457,736
174460,0
174463,328
174466,0
174469,237
174472,0
174475,16
174478,403
174481,187
174484,16
174487,161
174490,23
174493,733
174496,0
174499,0
174502,882
174505,306
174508,401
174511,1241
174514,0
174517,924
174520,0
174523,0
174526,11
174529,471
174532,11
174535,239
174538,306
174541,668
174544,0
174547,754
174559,489
174562,179
174565,209
174568,500
174571,176
174574,7
174577,682
174599,0
174602,1
174605,310
174608,0
174611,0
174614,743
174617,0
174620,385
174623,0
174626,2
174629,508
174632,0
174635,295
174638,742
174641,0
174644,1328
174647,0
174650,388
174653,717
174656,214
174659,673
174662,0
174665,0
174668,2
174671,740
174674,0
174677,0
174680,0
174683,740
174686,195
174689,740
174692,0
174695,166
174698,0
174701,0
174704,0
174707,337
174710,739
174713,0
174716,3
174719,286
174722,814
174725,0
174728,0
174731,0
174734,24
174737,462
174740,738
174743,0
174746,0
174749,721
174752,359
174755,24
174758,456
174761,215
174764,221
174767,216
174770,1
174773,292
174776,0
174779,189
174782,1
174785,358
174788,0
174791,0
174794,0
174797,0
174800,282
174803,0
174806,737
174809,0
174812,0
174815,527
174818,737
174821,1
174824,552
174827,162
174830,0
174833,0
174836,0
174839,0
174842,0
174845,376
174848,210
174851,520
174854,735
174857,16
174860,1
174863,376
174866,0
174869,734
174872,885
174875,212
174878,185
174881,734
174884,733
174887,0
174890,0
174893,15
174896,376
174899,0
174902,0
174905,523
174908,0
174911,279
174914,234
174917,756
174920,614
174923,204
174926,475
174929,279
174932,23
174935,474
174938,708
174941,12
174944,473
174947,182
174950,11
174953,156
174956,11
174959,754
174962,299
174965,497
174968,302
174979,444
174982,0
174985,171
174988,0
174991,742
174994,3
174997,0
175000,95
175003,0
175006,0
175009,0
175012,2
175015,344
175018,166
175021,0
175024,741
175027,141
175030,0
175033,1
175036,0
175039,741
175042,1
175045,291
175048,740
175051,0
175054,530
175057,0
175060,791
175063,0
175066,0
175069,0
175072,0
175075,5
175078,648
175081,529
175084,0
175087,0
175090,0
175093,1436
175096,737
175099,307
175102,0
175105,287
175108,2
175111,3
175114,185
175117,1
175120,735
175123,0
175126,1
175129,0
175132,1
175135,265
175138,0
175141,186
175144,0
175147,356
175150,0
175153,193
175156,13
175159,0
175162,260
175165,0
175168,0
175171,732
175174,41
175177,594
175180,426
175183,375
175186,13
175189,14
175192,444
175195,645
175198,18
175201,11
175204,302
175219,82
175222,0
175225,9
175228,8
175231,1447
175234,1190
175239,587
175242,0
175245,0
175248,76
175251,198
175254,797
175257,1
175260,79
175263,345
175266,173
175269,0
175272,0
175275,864
175278,195
175281,411
175284,0
175287,507
175290,0
175293,458
175296,0
175299,0
175302,361
175305,309
175308,0
175311,333
175314,0
175317,0
175320,0
175323,312
175326,0
175329,907
175332,654
175335,408
175338,739
175341,739
175344,766
175347,265
175350,0
175353,816
175356,0
175359,1
175362,0
175365,738
175368,1
175371,0
175374,409
175377,622
175380,737
175383,357
175386,737
175389,0
175392,620
175395,172
175398,0
175401,737
175404,0
175407,404
175410,503
175413,169
175416,0
175419,527
175422,2
175425,430
175428,623
175431,0
175434,237
175437,423
175440,0
175443,0
175446,2
175449,0
175452,1
175455,427
175458,0
175461,0
175464,0
175467,0
175470,0
175473,17
175476,733
175479,733
175482,0
175485,396
175488,14
175491,397
175494,422
175497,567
175500,0
175519,12
175522,11
175525,744
175528,171
175531,0
175534,742
175537,0
175540,0
175543,460
175546,457
175549,264
175552,430
175555,740
175558,0
175561,0
175564,1
175567,378
175570,0
175573,906
175576,0
175579,0
175582,473
175585,473
175588,0
175591,499
175594,67
175597,381
175600,760
175603,40
175606,304
175609,0
175612,0
175615,769
175618,0
175621,0
175624,212
175627,233
175630,733
175633,0
175636,0
175639,0
175642,323
175645,0
175648,33
175651,1068
175654,32
175657,368
175660,25
175663,24
175666,24
175669,767
175672,97
175675,742
175678,22
175681,94
175684,433
175687,238
175690,198
175693,199
175696,21
175699,221
175702,239
175705,20
175708,0
175711,20
175714,28
175717,21
175720,553
175723,0
175726,244
175729,18
